[1, 0, 0, 1, 1, 1, 2]
[1, 0, 0, 1, 1, 1, 4]
[1, 0, 0, 1, 1, 1, 6]
[1, 0, 0, 1, 1, 1, 7]
[1, 0, 0, 1, 1, 1, 9]
[1, 0, 0, 1, 1, 1, 11]
[1, 0, 0, 1, 1, 2, 1]
[1, 0, 0, 1, 1, 2, 2]
[1, 0, 0, 1, 1, 2, 4]
[1, 0, 0, 1, 1, 2, 6]
[1, 0, 0, 1, 1, 2, 7]
[1, 0, 0, 1, 1, 2, 9]
[1, 0, 0, 1, 1, 2, 11]
[1, 0, 0, 1, 1, 3, 1]
[1, 0, 0, 1, 1, 3, 2]
[1, 0, 0, 1, 1, 3, 4]
[1, 0, 0, 1, 1, 3, 6]
[1, 0, 0, 1, 1, 3, 7]
[1, 0, 0, 1, 1, 3, 9]
[1, 0, 0, 1, 1, 3, 11]
[1, 0, 0, 1, 1, 4, 1]
[1, 0, 0, 1, 1, 4, 2]
[1, 0, 0, 1, 1, 4, 4]
[1, 0, 0, 1, 1, 4, 6]
[1, 0, 0, 1, 1, 4, 7]
[1, 0, 0, 1, 1, 4, 9]
[1, 0, 0, 1, 1, 4, 11]
[1, 0, 0, 1, 1, 6, 1]
[1, 0, 0, 1, 1, 6, 2]
[1, 0, 0, 1, 1, 6, 4]
[1, 0, 0, 1, 1, 6, 6]
[1, 0, 0, 1, 1, 6, 7]
[1, 0, 0, 1, 1, 6, 9]
[1, 0, 0, 1, 1, 6, 11]
[1, 0, 0, 1, 1, 7, 1]
[1, 0, 0, 1, 1, 7, 2]
[1, 0, 0, 1, 1, 7, 4]
[1, 0, 0, 1, 1, 7, 6]
[1, 0, 0, 1, 1, 7, 7]
[1, 0, 0, 1, 1, 7, 9]
[1, 0, 0, 1, 1, 7, 11]
[1, 0, 0, 1, 1, 8, 1]
[1, 0, 0, 1, 1, 8, 2]
[1, 0, 0, 1, 1, 8, 4]
[1, 0, 0, 1, 1, 8, 6]
[1, 0, 0, 1, 1, 8, 7]
[1, 0, 0, 1, 1, 8, 9]
[1, 0, 0, 1, 1, 8, 11]
[1, 0, 0, 1, 1, 9, 1]
[1, 0, 0, 1, 1, 9, 2]
[1, 0, 0, 1, 1, 9, 4]
[1, 0, 0, 1, 1, 9, 6]
[1, 0, 0, 1, 1, 9, 7]
[1, 0, 0, 1, 1, 9, 9]
[1, 0, 0, 1, 1, 9, 11]
[1, 0, 0, 1, 1, 11, 1]
[1, 0, 0, 1, 1, 11, 2]
[1, 0, 0, 1, 1, 11, 4]
[1, 0, 0, 1, 1, 11, 6]
[1, 0, 0, 1, 1, 11, 7]
[1, 0, 0, 1, 1, 11, 9]
[1, 0, 0, 1, 1, 11, 11]
[1, 0, 0, 1, 1, 14, 1]
[1, 0, 0, 1, 1, 14, 2]
[1, 0, 0, 1, 1, 14, 4]
[1, 0, 0, 1, 1, 14, 6]
[1, 0, 0, 1, 1, 14, 7]
[1, 0, 0, 1, 1, 14, 9]
[1, 0, 0, 1, 1, 14, 11]
[1, 0, 0, 1, 2, 1, 1]
[1, 0, 0, 1, 2, 1, 2]
[1, 0, 0, 1, 2, 1, 4]
[1, 0, 0, 1, 2, 1, 6]
[1, 0, 0, 1, 2, 1, 7]
[1, 0, 0, 1, 2, 1, 9]
[1, 0, 0, 1, 2, 1, 11]
[1, 0, 0, 1, 2, 2, 1]
[1, 0, 0, 1, 2, 2, 2]
[1, 0, 0, 1, 2, 2, 4]
[1, 0, 0, 1, 2, 2, 6]
[1, 0, 0, 1, 2, 2, 7]
[1, 0, 0, 1, 2, 2, 9]
[1, 0, 0, 1, 2, 2, 11]
[1, 0, 0, 1, 2, 3, 1]
[1, 0, 0, 1, 2, 3, 2]
[1, 0, 0, 1, 2, 3, 4]
[1, 0, 0, 1, 2, 3, 6]
[1, 0, 0, 1, 2, 3, 7]
[1, 0, 0, 1, 2, 3, 9]
[1, 0, 0, 1, 2, 3, 11]
[1, 0, 0, 1, 2, 4, 1]
